Sens-1;Sens-2;Sens-3;Sens-4;Sens-5;Sens-6;Sens-7;Sens-8;Sens-9;Sens-10;Label
18.04;28.04;78.04;120.17;90.42;2.02;200.64;39.30;64.96;98.26;1
17.38;27.38;77.38;117.53;83.83;1.69;190.74;40.12;66.18;100.29;1
16.69;26.69;76.69;114.75;76.88;1.34;180.33;42.91;70.37;107.29;1
18.65;28.65;78.65;122.59;96.47;2.32;209.70;50.48;81.72;126.20;1
18.92;28.92;78.92;123.67;99.17;2.46;213.75;47.44;77.17;118.61;1
19.02;29.02;79.02;124.08;100.20;2.51;215.30;41.96;68.94;104.90;1
18.06;28.06;78.06;120.25;90.63;2.03;200.94;40.89;67.34;102.23;1
16.60;26.60;76.60;114.40;76.00;1.30;178.99;53.37;86.05;133.42;1
18.13;28.13;78.13;120.53;91.34;2.07;202.00;36.88;61.32;92.20;1
17.91;27.91;77.91;119.65;89.13;1.96;198.70;58.37;93.55;145.92;1
20.73;30.73;80.73;130.90;117.26;3.36;240.89;52.16;84.24;130.41;1
17.55;27.55;77.55;118.20;85.50;1.77;193.24;34.69;58.03;86.72;1
19.19;29.19;79.19;124.78;101.95;2.60;217.92;40.52;66.78;101.30;1
16.85;26.85;76.85;115.40;78.50;1.43;182.76;47.42;77.12;118.54;1
18.00;28.00;78.00;120.02;90.04;2.00;200.06;30.92;52.38;77.31;1
16.27;26.27;76.27;113.10;72.74;1.14;174.12;42.32;69.47;105.79;1
13.99;23.99;73.99;103.96;49.91;1.14;139.86;37.50;62.24;93.74;1
16.82;26.82;76.82;115.27;78.19;1.41;182.28;39.80;65.70;99.50;1
16.66;26.66;76.66;114.65;76.63;1.33;179.94;49.03;79.54;122.57;1
18.77;28.77;78.77;123.07;97.68;2.38;211.52;43.42;71.13;108.56;1
18.36;28.36;78.36;121.45;93.61;2.18;205.42;34.47;57.70;86.17;1
18.15;28.15;78.15;120.60;91.51;2.08;202.27;36.63;60.95;91.58;1
19.44;29.44;79.44;125.75;104.37;2.72;221.56;51.27;82.90;128.16;1
16.31;26.31;76.31;113.26;73.14;1.16;174.71;43.29;70.93;108.22;1
18.84;28.84;78.84;123.34;98.35;2.42;212.53;37.51;62.27;93.78;1
17.77;27.77;77.77;119.09;87.73;1.89;196.60;39.58;65.37;98.96;1
18.91;28.91;78.91;123.64;99.09;2.45;213.63;44.16;72.24;110.40;1
18.87;28.87;78.87;123.47;98.69;2.43;213.03;49.39;80.09;123.48;1
19.08;29.08;79.08;124.32;100.81;2.54;216.21;63.60;101.40;159.00;1
17.02;27.02;77.02;116.07;80.18;1.51;185.27;54.39;87.58;135.96;1
18.87;28.87;78.87;123.49;98.74;2.44;213.11;34.68;58.03;86.71;1
19.26;29.26;79.26;125.05;102.64;2.63;218.95;44.33;72.49;110.82;1
20.30;30.30;80.30;129.20;113.00;3.15;234.51;60.13;96.19;150.32;1
19.01;29.01;79.01;124.04;100.10;2.50;215.15;49.62;80.43;124.05;1
18.78;28.78;78.78;123.13;97.82;2.39;211.73;34.66;57.99;86.64;1
17.37;27.37;77.37;117.48;83.69;1.68;190.53;51.06;82.59;127.65;1
15.48;25.48;75.48;109.92;64.79;0.74;162.19;38.15;63.23;95.39;1
17.95;27.95;77.95;119.80;89.51;1.98;199.26;44.51;72.77;111.29;1
18.50;28.50;78.50;121.99;94.97;2.25;207.45;41.75;68.62;104.37;1
17.90;27.90;77.90;119.59;88.96;1.95;198.44;51.61;83.41;129.02;1
18.16;28.16;78.16;120.65;91.61;2.08;202.42;35.33;58.99;88.32;1
18.53;28.53;78.53;122.11;95.27;2.26;207.90;47.13;76.69;117.82;1
17.69;27.69;77.69;118.75;86.86;1.84;195.30;39.44;65.16;98.60;1
17.34;27.34;77.34;117.37;83.44;1.67;190.16;53.25;85.87;133.11;0
19.28;29.28;79.28;125.14;102.84;2.64;219.26;35.02;58.53;87.55;1
18.29;28.29;78.29;121.14;92.86;2.14;204.29;39.57;65.36;98.93;1
18.17;28.17;78.17;120.69;91.73;2.09;202.60;44.06;72.08;110.14;0
18.95;28.95;78.95;123.81;99.54;2.48;214.31;54.84;88.27;137.11;1
19.51;29.51;79.51;126.05;105.13;2.76;222.70;47.83;77.74;119.57;1
18.32;28.32;78.32;121.26;93.16;2.16;204.74;42.72;70.07;106.79;1
16.21;26.21;76.21;112.83;72.06;1.10;173.10;39.21;64.82;98.03;1
17.71;27.71;77.71;118.83;87.07;1.85;195.60;32.92;55.39;82.31;1
15.59;25.59;75.59;110.35;65.88;0.79;163.82;41.00;67.50;102.50;1
17.64;27.64;77.64;118.55;86.37;1.82;194.56;57.32;91.99;143.31;1
17.93;27.93;77.93;119.74;89.35;1.97;199.02;56.00;90.01;140.01;1
18.37;28.37;78.37;121.48;93.69;2.18;205.54;35.37;59.06;88.43;1
16.16;26.16;76.16;112.64;71.59;1.08;172.38;35.10;58.65;87.75;1
17.54;27.54;77.54;118.16;85.41;1.77;193.11;46.35;75.52;115.87;1
16.83;26.83;76.83;115.30;78.25;1.41;182.38;41.58;68.37;103.95;1
16.77;26.77;76.77;115.09;77.73;1.39;181.59;36.20;60.30;90.50;1
17.60;27.60;77.60;118.41;86.01;1.80;194.02;54.77;88.16;136.93;1
17.96;27.96;77.96;119.84;89.61;1.98;199.41;52.74;85.11;131.86;1
18.40;28.40;78.40;121.62;94.04;2.20;206.06;43.82;71.73;109.56;1
17.99;27.99;77.99;119.95;89.89;1.99;199.83;43.83;71.75;109.58;1
16.14;26.14;76.14;112.54;71.36;1.07;172.04;40.28;66.43;100.71;1
17.77;27.77;77.77;119.07;87.66;1.88;196.50;41.48;68.22;103.71;1
17.78;27.78;77.78;119.12;87.80;1.89;196.70;58.86;94.29;147.15;1
17.28;27.28;77.28;117.13;82.83;1.64;189.24;38.57;63.85;96.41;1
15.86;25.86;75.86;111.42;68.56;0.93;167.84;49.46;80.18;123.64;1
16.82;26.82;76.82;115.29;78.21;1.41;182.32;36.51;60.77;91.29;1
17.76;27.76;77.76;119.05;87.63;1.88;196.44;48.35;78.52;120.87;1
17.98;27.98;77.98;119.91;89.77;1.99;199.66;42.20;69.30;105.50;1
18.50;28.50;78.50;122.01;95.03;2.25;207.55;50.95;82.43;127.38;1
17.60;27.60;77.60;118.39;85.97;1.80;193.96;41.10;67.65;102.76;1
17.34;27.34;77.34;117.37;83.42;1.67;190.13;36.37;60.55;90.92;1
18.07;28.07;78.07;120.29;90.73;2.04;201.09;50.22;81.33;125.56;1
17.67;27.67;77.67;118.70;86.75;1.84;195.12;63.36;101.04;158.41;1
17.40;27.40;77.40;117.60;84.00;1.70;191.00;36.51;60.77;91.28;1
17.97;27.97;77.97;119.90;89.75;1.99;199.62;51.72;83.58;129.29;1
19.44;29.44;79.44;125.74;104.36;2.72;221.53;50.71;82.06;126.76;1
17.59;27.59;77.59;118.37;85.92;1.80;193.88;54.77;88.15;136.92;1
18.09;28.09;78.09;120.36;90.89;2.04;201.34;44.96;73.44;112.40;1
17.47;27.47;77.47;117.86;84.65;1.73;191.98;37.38;62.07;93.45;1
17.87;27.87;77.87;119.49;88.71;1.94;198.07;45.68;74.52;114.21;1
18.84;28.84;78.84;123.35;98.39;2.42;212.58;49.55;80.32;123.87;1
17.97;27.97;77.97;119.87;89.68;1.98;199.51;49.15;79.73;122.89;1
17.23;27.23;77.23;116.93;82.33;1.62;188.49;43.50;71.25;108.74;1
16.58;26.58;76.58;114.34;75.84;1.29;178.76;34.78;58.17;86.94;1
17.91;27.91;77.91;119.63;89.08;1.95;198.61;41.32;67.98;103.30;1
18.08;28.08;78.08;120.34;90.84;2.04;201.27;39.71;65.57;99.29;1
19.15;29.15;79.15;124.59;101.47;2.57;217.20;40.12;66.19;100.31;1
15.91;25.91;75.91;111.63;69.08;0.95;168.62;27.44;47.16;68.60;1
16.84;26.84;76.84;115.37;78.43;1.42;182.65;47.15;76.73;117.88;1
18.23;28.23;78.23;120.92;92.30;2.11;203.44;55.36;89.03;138.39;1
16.97;26.97;76.97;115.87;79.68;1.48;184.52;52.12;84.18;130.30;1
16.96;26.96;76.96;115.85;79.62;1.48;184.43;47.36;77.05;118.41;1
19.43;29.43;79.43;125.73;104.33;2.72;221.49;46.54;75.81;116.34;1
17.66;27.66;77.66;118.63;86.57;1.83;194.86;43.33;71.00;108.34;1
15.91;25.91;75.91;111.63;69.08;0.95;168.62;40.63;66.94;101.57;1
18.87;28.87;78.87;123.49;98.73;2.44;213.09;39.88;65.82;99.69;1
18.39;28.39;78.39;121.56;93.90;2.20;205.85;53.20;85.79;132.99;1
18.28;28.28;78.28;121.11;92.78;2.14;204.18;47.10;76.65;117.74;1
17.70;27.70;77.70;118.80;87.00;1.85;195.51;46.85;76.27;117.12;1
17.47;27.47;77.47;117.90;84.75;1.74;192.12;52.65;84.97;131.62;0
18.92;28.92;78.92;123.68;99.21;2.46;213.81;49.03;79.54;122.57;1
20.56;30.56;80.56;130.24;115.61;3.28;238.41;48.28;78.42;120.70;1
16.59;26.59;76.59;114.35;75.88;1.29;178.83;53.90;86.85;134.75;1
16.39;26.39;76.39;113.54;73.86;1.19;175.79;55.36;89.04;138.40;1
18.95;28.95;78.95;123.78;99.45;2.47;214.18;55.05;88.57;137.61;1
18.76;28.76;78.76;123.06;97.64;2.38;211.47;45.38;74.08;113.46;1
18.03;28.03;78.03;120.14;90.34;2.02;200.51;44.86;73.29;112.15;1
18.96;28.96;78.96;123.83;99.58;2.48;214.37;51.32;82.98;128.31;1
19.70;29.70;79.70;126.78;106.96;2.85;225.44;54.67;88.00;136.67;1
19.28;29.28;79.28;125.12;102.79;2.64;219.19;51.47;83.21;128.68;1
20.10;30.10;80.10;128.39;110.97;3.05;231.46;37.28;61.92;93.20;1
19.21;29.21;79.21;124.83;102.07;2.60;218.11;36.91;61.37;92.29;1
18.05;28.05;78.05;120.19;90.47;2.02;200.71;55.52;89.28;138.80;0
18.48;28.48;78.48;121.91;94.78;2.24;207.17;62.01;99.02;155.03;1
17.18;27.18;77.18;116.70;81.75;1.59;187.63;41.12;67.68;102.80;1
17.97;27.97;77.97;119.87;89.68;1.98;199.52;55.13;88.70;137.83;1
19.44;29.44;79.44;125.77;104.42;2.72;221.63;47.36;77.05;118.41;1
18.78;28.78;78.78;123.14;97.84;2.39;211.76;40.77;67.16;101.94;1
16.75;26.75;76.75;115.01;77.53;1.38;181.30;44.48;72.72;111.20;1
18.54;28.54;78.54;122.16;95.41;2.27;208.11;54.83;88.24;137.07;1
19.45;29.45;79.45;125.80;104.51;2.73;221.76;47.59;77.38;118.97;1
18.10;28.10;78.10;120.41;91.02;2.05;201.52;59.15;94.72;147.87;0
17.66;27.66;77.66;118.65;86.62;1.83;194.94;49.75;80.62;124.37;1
19.18;29.18;79.18;124.70;101.76;2.59;217.63;44.80;73.19;111.99;1
19.06;29.06;79.06;124.24;100.61;2.53;215.91;46.26;75.38;115.64;1
17.76;27.76;77.76;119.04;87.60;1.88;196.40;34.24;57.36;85.60;1
18.80;28.80;78.80;123.21;98.02;2.40;212.02;38.16;63.23;95.39;1
18.41;28.41;78.41;121.66;94.15;2.21;206.22;37.47;62.20;93.66;1
16.83;26.83;76.83;115.31;78.28;1.41;182.42;35.87;59.81;89.68;1
18.20;28.20;78.20;120.80;92.01;2.10;203.01;44.78;73.17;111.94;1
20.14;30.14;80.14;128.56;111.40;3.07;232.10;47.77;77.65;119.42;1
16.23;26.23;76.23;112.93;72.32;1.12;173.48;56.68;91.03;141.71;1
18.64;28.64;78.64;122.57;96.43;2.32;209.65;53.07;85.60;132.67;1
18.09;28.09;78.09;120.37;90.91;2.05;201.37;33.21;55.82;83.04;1
17.88;27.88;77.88;119.52;88.80;1.94;198.20;43.91;71.87;109.78;1
17.38;27.38;77.38;117.52;83.79;1.69;190.69;42.22;69.34;105.56;1
17.16;27.16;77.16;116.63;81.58;1.58;187.38;51.01;82.51;127.52;0
18.18;28.18;78.18;120.72;91.79;2.09;202.68;21.48;38.22;53.71;1
18.11;28.11;78.11;120.45;91.11;2.06;201.67;39.62;65.43;99.04;1
16.63;26.63;76.63;114.53;76.33;1.32;179.50;38.60;63.90;96.50;1
17.79;27.79;77.79;119.15;87.88;1.89;196.81;33.91;56.87;84.78;1
16.29;26.29;76.29;113.16;72.90;1.14;174.35;38.34;63.51;95.85;1
17.64;27.64;77.64;118.58;86.44;1.82;194.67;46.00;75.00;115.00;1
16.94;26.94;76.94;115.75;79.37;1.47;184.05;35.51;59.26;88.77;1
16.58;26.58;76.58;114.31;75.79;1.29;178.68;41.32;67.98;103.31;1
17.92;27.92;77.92;119.67;89.17;1.96;198.76;42.39;69.59;105.98;1
16.81;26.81;76.81;115.25;78.12;1.41;182.19;47.28;76.93;118.21;0
16.25;26.25;76.25;112.99;72.48;1.12;173.71;45.07;73.61;112.68;1
17.01;27.01;77.01;116.05;80.13;1.51;185.19;36.30;60.44;90.74;1
16.69;26.69;76.69;114.76;76.91;1.35;180.36;45.00;73.50;112.49;1
20.92;30.92;80.92;131.67;119.16;3.46;243.75;53.57;86.35;133.92;1
19.16;29.16;79.16;124.63;101.57;2.58;217.35;43.46;71.19;108.66;1
19.23;29.23;79.23;124.92;102.30;2.62;218.46;40.49;66.73;101.22;1
17.05;27.05;77.05;116.22;80.55;1.53;185.82;36.68;61.02;91.70;1
16.25;26.25;76.25;112.99;72.48;1.12;173.73;61.19;97.78;152.97;0
18.64;28.64;78.64;122.56;96.40;2.32;209.60;36.10;60.15;90.25;1
19.40;29.40;79.40;125.62;104.05;2.70;221.07;42.18;69.26;105.44;1
17.98;27.98;77.98;119.94;89.84;1.99;199.76;36.43;60.65;91.09;1
16.52;26.52;76.52;114.09;75.24;1.26;177.85;40.22;66.33;100.54;1
15.46;25.46;75.46;109.84;64.59;0.73;161.88;37.90;62.85;94.76;1
16.20;26.20;76.20;112.80;71.99;1.10;172.99;31.12;52.67;77.79;1
17.85;27.85;77.85;119.38;88.46;1.92;197.69;48.32;78.47;120.79;1
17.27;27.27;77.27;117.08;82.70;1.63;189.04;43.67;71.50;109.17;1
19.24;29.24;79.24;124.96;102.39;2.62;218.59;57.94;92.91;144.86;1
16.94;26.94;76.94;115.75;79.37;1.47;184.06;45.45;74.18;113.63;1
16.88;26.88;76.88;115.53;78.82;1.44;183.23;48.13;78.19;120.31;1
16.90;26.90;76.90;115.59;78.96;1.45;183.45;47.79;77.69;119.48;1
16.92;26.92;76.92;115.70;79.25;1.46;183.87;41.92;68.88;104.80;1
18.95;28.95;78.95;123.81;99.52;2.48;214.27;43.69;71.54;109.23;1
19.20;29.20;79.20;124.78;101.95;2.60;217.93;39.52;65.28;98.80;1
16.93;26.93;76.93;115.72;79.31;1.47;183.97;54.01;87.01;135.01;1
17.35;27.35;77.35;117.39;83.47;1.67;190.20;54.01;87.02;135.03;0
17.39;27.39;77.39;117.56;83.91;1.70;190.87;40.43;66.65;101.08;1
18.19;28.19;78.19;120.77;91.92;2.10;202.88;44.91;73.36;112.27;1
19.07;29.07;79.07;124.28;100.70;2.54;216.05;41.74;68.62;104.36;1
17.16;27.16;77.16;116.62;81.55;1.58;187.33;48.92;79.39;122.31;1
18.81;28.81;78.81;123.25;98.13;2.41;212.20;44.04;72.06;110.10;1
16.91;26.91;76.91;115.62;79.06;1.45;183.59;30.46;51.68;76.14;1
17.50;27.50;77.50;118.01;85.02;1.75;192.54;46.09;75.14;115.24;1
19.53;29.53;79.53;126.10;105.25;2.76;222.88;45.91;74.86;114.77;1
18.92;28.92;78.92;123.68;99.20;2.46;213.80;42.83;70.25;107.09;1
18.75;28.75;78.75;122.99;97.48;2.37;211.23;43.76;71.65;109.41;1
19.22;29.22;79.22;124.87;102.17;2.61;218.25;55.46;89.19;138.65;1
18.73;28.73;78.73;122.90;97.26;2.36;210.88;41.22;67.83;103.06;1
18.15;28.15;78.15;120.60;91.49;2.07;202.24;53.84;86.76;134.60;0
16.76;26.76;76.76;115.02;77.56;1.38;181.34;21.28;37.92;53.21;1
18.14;28.14;78.14;120.57;91.41;2.07;202.12;41.95;68.93;104.88;1
18.87;28.87;78.87;123.50;98.75;2.44;213.12;33.79;56.68;84.47;1
16.81;26.81;76.81;115.25;78.11;1.41;182.17;45.13;73.70;112.84;1
19.18;29.18;79.18;124.71;101.76;2.59;217.65;39.65;65.48;99.13;1
17.65;27.65;77.65;118.61;86.53;1.83;194.80;54.84;88.26;137.10;1
18.22;28.22;78.22;120.87;92.18;2.11;203.26;46.98;76.47;117.45;1
17.79;27.79;77.79;119.17;87.92;1.90;196.87;56.35;90.53;140.88;1
17.69;27.69;77.69;118.75;86.88;1.84;195.32;39.76;65.64;99.39;1
18.87;28.87;78.87;123.46;98.65;2.43;212.98;52.39;84.59;130.98;1
16.57;26.57;76.57;114.30;75.75;1.29;178.62;49.07;79.60;122.67;1
18.35;28.35;78.35;121.38;93.45;2.17;205.18;46.00;75.00;115.01;1
17.25;27.25;77.25;116.99;82.46;1.62;188.70;43.84;71.77;109.61;1
16.28;26.28;76.28;113.14;72.85;1.14;174.27;51.01;82.51;127.52;1
17.07;27.07;77.07;116.27;80.69;1.53;186.03;31.21;52.81;78.01;1
17.90;27.90;77.90;119.62;89.05;1.95;198.57;47.31;76.97;118.28;1
18.61;28.61;78.61;122.42;96.06;2.30;209.09;44.36;72.53;110.89;1
18.06;28.06;78.06;120.26;90.64;2.03;200.97;40.29;66.44;100.73;1
19.58;29.58;79.58;126.31;105.77;2.79;223.65;33.34;56.01;83.35;1
19.95;29.95;79.95;127.82;109.54;2.98;229.31;51.31;82.97;128.29;1
17.71;27.71;77.71;118.85;87.13;1.86;195.70;39.24;64.86;98.09;1
16.38;26.38;76.38;113.51;73.77;1.19;175.65;37.77;62.66;94.43;1
18.15;28.15;78.15;120.62;91.54;2.08;202.31;38.80;64.19;96.99;1
17.71;27.71;77.71;118.83;87.07;1.85;195.60;46.97;76.46;117.43;1
18.76;28.76;78.76;123.02;97.56;2.38;211.33;35.73;59.59;89.32;1
18.79;28.79;78.79;123.18;97.95;2.40;211.92;45.54;74.31;113.85;1
17.77;27.77;77.77;119.08;87.69;1.88;196.54;35.20;58.81;88.01;1
17.90;27.90;77.90;119.58;88.96;1.95;198.44;43.02;70.52;107.54;0
17.75;27.75;77.75;119.00;87.51;1.88;196.27;44.28;72.42;110.70;1
17.39;27.39;77.39;117.55;83.88;1.69;190.82;51.62;83.43;129.04;1
16.93;26.93;76.93;115.70;79.26;1.46;183.89;39.28;64.92;98.21;1
19.18;29.18;79.18;124.74;101.85;2.59;217.77;44.52;72.79;111.31;1
18.66;28.66;78.66;122.64;96.60;2.33;209.90;36.40;60.60;91.00;1
19.77;29.77;79.77;127.09;107.73;2.89;226.59;31.39;53.08;78.47;1
17.18;27.18;77.18;116.71;81.78;1.59;187.67;43.19;70.79;107.99;1
17.63;27.63;77.63;118.50;86.26;1.81;194.38;63.40;101.10;158.49;1
16.69;26.69;76.69;114.78;76.94;1.35;180.41;54.25;87.38;135.64;1
17.56;27.56;77.56;118.25;85.62;1.78;193.43;62.53;99.79;156.32;1
18.46;28.46;78.46;121.84;94.60;2.23;206.90;50.71;82.07;126.78;1
18.50;28.50;78.50;122.00;94.99;2.25;207.49;32.94;55.42;82.36;1
17.66;27.66;77.66;118.65;86.63;1.83;194.94;49.29;79.94;123.23;0
16.25;26.25;76.25;113.00;72.50;1.12;173.75;49.46;80.19;123.64;1
19.00;29.00;79.00;123.98;99.95;2.50;214.93;46.79;76.19;116.98;1
18.59;28.59;78.59;122.35;95.87;2.29;208.80;34.61;57.91;86.52;1
18.11;28.11;78.11;120.44;91.09;2.05;201.64;37.82;62.73;94.55;1
17.32;27.32;77.32;117.30;83.24;1.66;189.86;53.86;86.80;134.66;0
17.76;27.76;77.76;119.03;87.57;1.88;196.36;45.88;74.82;114.70;1
17.33;27.33;77.33;117.31;83.28;1.66;189.92;58.27;93.41;145.68;1
19.25;29.25;79.25;125.00;102.51;2.63;218.76;31.98;53.97;79.95;1
18.17;28.17;78.17;120.67;91.68;2.08;202.52;48.20;78.30;120.50;1
18.75;28.75;78.75;123.00;97.50;2.37;211.25;48.39;78.59;120.99;1
19.20;29.20;79.20;124.81;102.03;2.60;218.05;37.93;62.90;94.84;1
18.38;28.38;78.38;121.52;93.79;2.19;205.69;49.33;80.00;123.33;0
18.47;28.47;78.47;121.88;94.71;2.24;207.07;41.75;68.62;104.36;1
17.39;27.39;77.39;117.55;83.88;1.69;190.82;31.93;53.89;79.81;1
20.17;30.17;80.17;128.69;111.73;3.09;232.59;28.21;48.31;70.52;1
17.31;27.31;77.31;117.22;83.06;1.65;189.58;39.94;65.92;99.86;0
17.20;27.20;77.20;116.79;81.98;1.60;187.97;34.59;57.89;86.48;1
18.58;28.58;78.58;122.33;95.82;2.29;208.73;50.85;82.28;127.13;1
18.09;28.09;78.09;120.35;90.88;2.04;201.31;45.33;73.99;113.32;1
19.03;29.03;79.03;124.11;100.28;2.51;215.42;49.73;80.59;124.31;1
18.83;28.83;78.83;123.30;98.26;2.41;212.39;42.84;70.27;107.11;1
17.48;27.48;77.48;117.91;84.78;1.74;192.17;56.27;90.41;140.68;0
17.21;27.21;77.21;116.83;82.08;1.60;188.12;40.15;66.23;100.38;1
17.39;27.39;77.39;117.56;83.91;1.70;190.86;48.22;78.33;120.56;1
19.73;29.73;79.73;126.93;107.32;2.87;225.98;36.20;60.30;90.50;1
16.55;26.55;76.55;114.20;75.50;1.28;178.25;53.12;85.67;132.79;1
17.86;27.86;77.86;119.43;88.57;1.93;197.85;31.92;53.88;79.80;1
19.67;29.67;79.67;126.66;106.65;2.83;224.98;37.22;61.83;93.05;1
18.78;28.78;78.78;123.13;97.83;2.39;211.74;36.72;61.09;91.81;1
16.63;26.63;76.63;114.50;76.26;1.31;179.39;30.15;51.22;75.37;1
18.49;28.49;78.49;121.98;94.95;2.25;207.42;47.48;77.22;118.70;1
17.02;27.02;77.02;116.08;80.19;1.51;185.29;49.63;80.44;124.07;1
19.43;29.43;79.43;125.71;104.29;2.71;221.43;39.84;65.76;99.60;1
17.90;27.90;77.90;119.60;89.00;1.95;198.49;45.01;73.51;112.52;1
18.90;28.90;78.90;123.62;99.04;2.45;213.57;48.44;78.66;121.10;1
16.68;26.68;76.68;114.70;76.76;1.34;180.13;42.11;69.17;105.28;1
20.12;30.12;80.12;128.47;111.19;3.06;231.78;45.98;74.97;114.95;1
17.72;27.72;77.72;118.88;87.19;1.86;195.79;38.62;63.93;96.56;1
18.69;28.69;78.69;122.76;96.89;2.34;210.33;55.38;89.07;138.45;1
19.72;29.72;79.72;126.90;107.25;2.86;225.87;45.81;74.72;114.53;1
18.83;28.83;78.83;123.30;98.26;2.41;212.38;40.12;66.18;100.30;1
17.77;27.77;77.77;119.10;87.74;1.89;196.61;35.57;59.35;88.91;1
17.39;27.39;77.39;117.55;83.87;1.69;190.80;45.87;74.80;114.66;0
18.88;28.88;78.88;123.52;98.79;2.44;213.19;31.34;53.02;78.36;1
18.35;28.35;78.35;121.41;93.52;2.18;205.27;52.68;85.02;131.70;1
19.27;29.27;79.27;125.08;102.70;2.64;219.05;44.54;72.81;111.36;1
16.87;26.87;76.87;115.47;78.67;1.43;183.00;50.00;80.99;124.99;1
17.11;27.11;77.11;116.44;81.10;1.56;186.65;41.19;67.78;102.96;1
19.30;29.30;79.30;125.18;102.96;2.65;219.44;55.87;89.81;139.68;1
17.02;27.02;77.02;116.08;80.20;1.51;185.29;49.56;80.35;123.91;1
17.79;27.79;77.79;119.17;87.92;1.90;196.88;45.30;73.95;113.25;1
17.36;27.36;77.36;117.42;83.56;1.68;190.34;35.78;59.67;89.45;1
17.39;27.39;77.39;117.56;83.89;1.69;190.84;38.89;64.34;97.23;1
16.55;26.55;76.55;114.19;75.49;1.27;178.23;33.69;56.53;84.22;1
17.53;27.53;77.53;118.11;85.27;1.76;192.90;38.42;63.63;96.04;1
18.38;28.38;78.38;121.52;93.80;2.19;205.70;53.77;86.65;134.42;1
19.30;29.30;79.30;125.20;103.00;2.65;219.50;32.89;55.33;82.22;1
18.23;28.23;78.23;120.92;92.29;2.11;203.43;44.09;72.14;110.24;1
16.74;26.74;76.74;114.95;77.37;1.37;181.05;44.61;72.91;111.51;1
18.11;28.11;78.11;120.42;91.05;2.05;201.58;36.55;60.83;91.38;1
18.50;28.50;78.50;122.02;95.04;2.25;207.56;50.05;81.07;125.12;1
16.95;26.95;76.95;115.78;79.45;1.47;184.18;49.66;80.50;124.16;1
18.39;28.39;78.39;121.55;93.88;2.19;205.82;50.15;81.22;125.37;1
17.47;27.47;77.47;117.88;84.70;1.73;192.04;40.46;66.69;101.15;1
16.74;26.74;76.74;114.95;77.38;1.37;181.07;50.07;81.10;125.17;1
17.31;27.31;77.31;117.26;83.15;1.66;189.72;54.31;87.46;135.77;1
17.30;27.30;77.30;117.21;83.03;1.65;189.55;40.93;67.40;102.33;1
17.01;27.01;77.01;116.05;80.12;1.51;185.17;41.14;67.72;102.86;1
18.33;28.33;78.33;121.31;93.27;2.16;204.90;38.74;64.10;96.84;1
17.25;27.25;77.25;117.00;82.51;1.63;188.76;39.79;65.69;99.48;1
19.54;29.54;79.54;126.16;105.39;2.77;223.09;60.07;96.11;150.18;1
17.39;27.39;77.39;117.57;83.94;1.70;190.90;28.17;48.25;70.42;1
17.74;27.74;77.74;118.96;87.40;1.87;196.10;46.08;75.12;115.19;1
18.12;28.12;78.12;120.47;91.17;2.06;201.76;40.57;66.86;101.43;1
17.47;27.47;77.47;117.90;84.75;1.74;192.12;41.58;68.37;103.95;1
18.28;28.28;78.28;121.10;92.76;2.14;204.13;32.88;55.32;82.19;1
19.88;29.88;79.88;127.52;108.81;2.94;228.21;38.59;63.89;96.49;1
18.12;28.12;78.12;120.47;91.18;2.06;201.77;30.48;51.72;76.20;1
18.70;28.70;78.70;122.78;96.96;2.35;210.43;55.87;89.81;139.68;1
16.11;26.11;76.11;112.44;71.09;1.05;171.64;43.03;70.55;107.58;1
18.97;28.97;78.97;123.89;99.73;2.49;214.59;52.79;85.18;131.97;1
16.49;26.49;76.49;113.96;74.90;1.25;177.36;47.79;77.69;119.48;1
17.70;27.70;77.70;118.79;86.96;1.85;195.45;46.66;75.99;116.65;1
16.49;26.49;76.49;113.96;74.90;1.25;177.35;41.56;68.34;103.90;1
18.41;28.41;78.41;121.64;94.10;2.20;206.14;42.81;70.22;107.03;1
18.91;28.91;78.91;123.66;99.14;2.46;213.72;44.96;73.44;112.40;1
17.65;27.65;77.65;118.58;86.46;1.82;194.69;37.24;61.86;93.10;1
18.31;28.31;78.31;121.24;93.09;2.15;204.64;40.07;66.11;100.18;1
18.88;28.88;78.88;123.52;98.80;2.44;213.19;40.44;66.67;101.11;1
19.80;29.80;79.80;127.22;108.04;2.90;227.07;31.02;52.53;77.55;1
19.75;29.75;79.75;127.00;107.50;2.87;226.25;44.94;73.41;112.34;1
17.29;27.29;77.29;117.17;82.93;1.65;189.39;46.06;75.09;115.14;1
17.11;27.11;77.11;116.44;81.11;1.56;186.66;48.52;78.78;121.30;1
18.61;28.61;78.61;122.44;96.10;2.30;209.14;41.45;68.17;103.62;1
17.23;27.23;77.23;116.92;82.29;1.61;188.43;42.14;69.20;105.34;1
16.64;26.64;76.64;114.57;76.43;1.32;179.65;48.87;79.31;122.18;1
19.19;29.19;79.19;124.76;101.91;2.60;217.86;46.18;75.27;115.46;1
18.10;28.10;78.10;120.41;91.03;2.05;201.54;46.95;76.42;117.37;1
17.25;27.25;77.25;116.99;82.47;1.62;188.70;42.54;69.80;106.34;1
17.53;27.53;77.53;118.12;85.31;1.77;192.96;36.38;60.57;90.94;1
18.60;28.60;78.60;122.41;96.03;2.30;209.04;52.18;84.27;130.45;1
